feature,file,line,event,screen,button,trigger,payload
login,app/features/login/hooks/useLoginScreen.ts,186,button_clicked,onboarding,login_continue,,screen=onboarding; button=login_continue; success=true; isTruecaller=true; isNewUser=~isNewUser
login,app/features/login/hooks/useLoginScreen.ts,212,button_clicked,onboarding,login_continue,,screen=onboarding; button=login_continue; success=false; isTruecaller=true; error=~errorResponse.message; statusCode=~errorResponse.statusCode
login,app/features/login/hooks/useLoginScreen.ts,225,truecaller_profile_unusable,onboarding,truecaller,,event_name=truecaller_profile_unusable; screen=onboarding; button=truecaller; error=missing_tokens | sdk_failure; value=~androidTruecallerData?.errorCode
login,app/features/login/hooks/useLoginScreen.ts,238,error_occurred,onboarding,truecaller,,error_type=truecaller_login_failed; screen=onboarding; button=truecaller; success=false; errorMessage=~errorMessage
login,app/features/login/hooks/useLoginScreen.ts,253,screen_viewed,onboarding,,,screen=onboarding; source=splash
login,app/features/login/hooks/useLoginScreen.ts,289,button_clicked,onboarding,login_continue,,screen=onboarding; button=login_continue; success=true; user_status=~userStatus ?? 'existing'
login,app/features/login/hooks/useLoginScreen.ts,302,button_clicked,onboarding,register_continue,,screen=onboarding; button=register_continue; success=true
login,app/features/login/hooks/useLoginScreen.ts,312,button_clicked,onboarding,email_otp_login_success,,screen=onboarding; button=email_otp_login_success; success=true
login,app/features/login/hooks/useLoginScreen.ts,323,button_clicked,onboarding,email_otp_login_success,,screen=onboarding; button=email_otp_login_success; success=false; error_message=~errorResponse.message
login,app/features/login/hooks/useLoginScreen.ts,352,button_clicked,onboarding,login_continue,,screen=onboarding; button=login_continue; success=false; error=user_registration_required
login,app/features/login/hooks/useLoginScreen.ts,362,button_clicked,login,login_continue,,screen=login; button=login_continue; success=false; mobile_number=~`${dialCode}${phoneNumber}`; error_message=~errorResponse.message
login,app/features/login/hooks/useLoginScreen.ts,377,button_clicked,login,register_continue,,screen=login; button=register_continue; success=false; name=~userName; mobile_number=~`${dialCode}${phoneNumber}`; error_message=~errorResponse.message
login,app/features/login/hooks/useLoginScreen.ts,411,button_clicked,login,login_continue_click,,screen=login; button=login_continue_click; success=false; error_message=~i18n.t(LOCALIZATION_KEYS.INVALID_PHONE)
login,app/features/login/hooks/useLoginScreen.ts,447,button_clicked,onboarding,register_continue_click,,screen=onboarding; button=register_continue_click; otpChannel=~otpChannel; success=true
login,app/features/login/hooks/useLoginScreen.ts,454,button_clicked,onboarding,login_continue_click,,screen=onboarding; button=login_continue_click; otpChannel=~otpChannel; success=true
login,app/features/login/hooks/useLoginScreen.ts,533,button_clicked,onboarding,otp_verification,,screen=onboarding; button=otp_verification; phone_number=~`${dialCode}${phoneNumber}`; success=true; user_type=~resolvedUserType; isNewUser=~isNewUser
login,app/features/login/hooks/useLoginScreen.ts,561,button_clicked,onboarding,otp_verification,,screen=onboarding; button=otp_verification; phone_number=~`${dialCode}${phoneNumber}`; success=false; isNewUser=~isNewUser
login,app/features/login/hooks/useLoginScreen.ts,578,button_clicked,onboarding,otp_verification_click,,screen=onboarding; button=otp_verification_click; autoVerify=~autoVerify; isNewUser=~isNewUser; isEmailMode=~isEmailMode
login,app/features/login/hooks/useLoginScreen.ts,618,button_clicked,onboarding,verify_otp_edit_number,,screen=onboarding; button=verify_otp_edit_number
login,app/features/login/hooks/useLoginScreen.ts,628,button_clicked,onboarding,email_otp_resend | verify_otp_resend,,screen=onboarding; button=email_otp_resend | verify_otp_resend; phone_number=~`${dialCode}${phoneNumber}`; email=~email
login,app/features/login/hooks/useOTPInput.ts,65,screen_viewed,otp_verify,,,screen=otp_verify; source=onboarding
login,app/features/login/hooks/usePhoneInputLogic.ts,235,button_clicked,onboarding,email_otp_login_click,,screen=onboarding; button=email_otp_login_click; success=true
login,app/features/login/hooks/usePhoneInputLogic.ts,245,button_clicked,onboarding,login_continue_click,,screen=onboarding; button=login_continue_click; success=false; error_message=Phone number is empty
login,app/features/login/hooks/usePhoneInputLogic.ts,255,button_clicked,onboarding,login_continue_click,,screen=onboarding; button=login_continue_click; success=false; error_message=Name is required
login,app/features/login/hooks/usePhoneInputLogic.ts,266,button_clicked,onboarding,login_continue_click,,screen=onboarding; button=login_continue_click; success=false; error_message=Invalid phone number
login,app/features/login/hooks/usePhoneInputLogic.ts,307,button_clicked,onboarding,toggle_login_method,,screen=onboarding; button=toggle_login_method; mode=phone | email
login,app/features/login/hooks/usePhoneInputLogic.ts,327,button_clicked,onboarding,country_code,,screen=onboarding; button=country_code; country_code_chosen=~country.dial
login,app/features/login/hooks/usePhoneInputLogic.ts,342,button_clicked,onboarding,country_code_dropdown_opened,,screen=onboarding; button=country_code_dropdown_opened
login,app/features/login/hooks/usePhoneInputLogic.ts,354,button_clicked,onboarding,support,,screen=onboarding; button=support; mode=email | phone; ...(isEmailMode ? {} : { wati_type: watiType })
login,app/features/login/screens/OrientationScreen.tsx,64,screen_viewed,orientation,,,screen=orientation
login,app/features/login/screens/OrientationScreen.tsx,68,button_clicked,orientation,remind_me,,screen=orientation; button=remind_me; orientation_date=~orientationDateRaw
login,app/features/login/screens/OrientationScreen.tsx,77,button_clicked,orientation,go_to_home,,screen=orientation; button=go_to_home; orientation_date=~orientationDateRaw
login,app/features/login/store/loginSaga.ts,418,user_registered,,,,event_name=user_registered; method=phone; media_source=~sourceData.media_source ?? null; is_first_launch=~getIsFirstLaunchSession(); days_since_install=~daysSinceInstall(sourceData.install_time); phone_number=~phone; active_challenge_id=~registerChallenge?.active_challenge_id ?? null; orientation_start_date=~registerChallenge ? computeOrientationStartDate(registerChallenge.active_start_date) : null; active_challenge_start_date=~registerChallenge?.active_start_date ?? null
login,app/features/login/store/loginSaga.ts,545,user_registered,,,,event_name=user_registered; method=truecaller; media_source=~sourceData.media_source ?? null; is_first_launch=~getIsFirstLaunchSession(); days_since_install=~daysSinceInstall(sourceData.install_time); phone_number=~account?.phone_number; active_challenge_id=~challenge?.active_challenge_id ?? null; orientation_start_date=~challenge ? computeOrientationStartDate(challenge.active_start_date) : null; active_challenge_start_date=~challenge?.active_start_date ?? null
membership,app/features/membership/hooks/usePaymentCards.ts,122,button_clicked,my_membership,view_details,,screen=my_membership; button=view_details
membership,app/features/membership/screens/MyMembershipScreen.tsx,81,button_clicked,my_membership,change_start_date,,screen=my_membership; button=change_start_date
membership,app/features/membership/screens/MyMembershipScreen.tsx,110,no_membership_status,my_membership,,,screen=my_membership; event_name=no_membership_status
membership,app/features/membership/screens/MyMembershipScreen.tsx,117,no_membership_start_date,my_membership,,,screen=my_membership; event_name=no_membership_start_date
membership,app/features/membership/screens/MyMembershipScreen.tsx,124,zero_days_remaining,my_membership,,,screen=my_membership; event_name=zero_days_remaining
membership,app/features/membership/screens/MyMembershipScreen.tsx,131,screen_viewed,my_membership,,,screen=my_membership
physio,app/features/physio/components/ExitConfirmModal.tsx,39,screen_viewed,exit_confirm,,,screen=exit_confirm
physio,app/features/physio/components/ExitConfirmModal.tsx,43,button_clicked,exit_confirm,exit_leave,,button=exit_leave; screen=exit_confirm
physio,app/features/physio/components/ExitConfirmModal.tsx,51,button_clicked,exit_confirm,exit_continue,,button=exit_continue; screen=exit_confirm
physio,app/features/physio/components/SetReminderModal.tsx,46,screen_viewed,set_reminder,,,screen=set_reminder; pain_area=~painArea
physio,app/features/physio/components/SetReminderModal.tsx,62,reminder_set,,,,time=~time; pain_area=~painArea
physio,app/features/physio/components/SetReminderModal.tsx,98,button_clicked,set_reminder,close,,button=close; screen=set_reminder; pain_area=~painArea
physio,app/features/physio/components/SetReminderModal.tsx,133,button_clicked,set_reminder,cancel,,button=cancel; screen=set_reminder; pain_area=~painArea
physio,app/features/physio/hooks/useCurrentPhysioVideo.ts,43,screen_viewed,video,,,screen=video; pain_area=~painArea; video_id=~currentVideo.id
physio,app/features/physio/hooks/useExitConfirmGuard.ts,74,physio_flow_exited,,,,
physio,app/features/physio/hooks/usePhysioVideoSession.ts,98,session_completed,,,,pain_area=~painArea; video_id=~video.id; video_title=~video.title
physio,app/features/physio/screens/ConsistencyResultsScreen.tsx,43,screen_viewed,consistency,,,screen=consistency; pain_area=~painArea
physio,app/features/physio/screens/ConsistencyResultsScreen.tsx,50,button_clicked,consistency,close,,button=close; screen=consistency; pain_area=~painArea
physio,app/features/physio/screens/ConsistencyResultsScreen.tsx,59,button_clicked,consistency,set_reminder,,button=set_reminder; screen=consistency; pain_area=~painArea
physio,app/features/physio/screens/PainReliefIntroScreen.tsx,87,screen_viewed,pain_relief_intro,,,screen=pain_relief_intro
physio,app/features/physio/screens/PainReliefIntroScreen.tsx,93,button_clicked,pain_relief_intro,get_started,,button=get_started; screen=pain_relief_intro
physio,app/features/physio/screens/PainReliefIntroScreen.tsx,115,button_clicked,pain_relief_intro,back,,button=back; screen=pain_relief_intro
physio,app/features/physio/screens/PracticeDoneScreen.tsx,79,screen_viewed,practice_done,,,screen=practice_done; pain_area=~painArea
physio,app/features/physio/screens/PracticeDoneScreen.tsx,192,button_clicked,practice_done,close,,button=close; screen=practice_done; pain_area=~painArea
physio,app/features/physio/screens/PracticeDoneScreen.tsx,203,button_clicked,practice_done,change_reminder | set_reminder,,button=change_reminder | set_reminder; screen=practice_done; pain_area=~painArea
physio,app/features/physio/screens/PracticeDoneScreen.tsx,227,button_clicked,practice_done,delete_reminder,,button=delete_reminder; screen=practice_done; pain_area=~painArea
physio,app/features/physio/screens/PracticeDoneScreen.tsx,232,reminder_deleted,,,,pain_area=~painArea
physio,app/features/physio/screens/PracticeDoneScreen.tsx,241,button_clicked,practice_done,share_exercise,,button=share_exercise; screen=practice_done; pain_area=~painArea
physio,app/features/physio/screens/PracticeDoneScreen.tsx,344,button_clicked,practice_done,recommendation_video,,button=recommendation_video; screen=practice_done; pain_area=~painArea; video_id=~v.id
physio,app/features/physio/screens/PracticeVideoScreen.tsx,122,button_clicked,video,change_pain_area,,button=change_pain_area; screen=video; pain_area=~painArea
physio,app/features/physio/screens/PracticeVideoScreen.tsx,131,button_clicked,video,consult_physio,,button=consult_physio; screen=video; pain_area=~painArea
physio,app/features/physio/screens/PracticeVideoScreen.tsx,157,button_clicked,practice_video,back,,button=back; screen=practice_video; pain_area=~painArea
physio,app/features/physio/screens/PracticeVideoScreen.tsx,202,button_clicked,practice_video,back,,button=back; screen=practice_video; pain_area=~painArea
physio,app/features/physio/screens/PracticeVideoScreen.tsx,290,button_clicked,practice_video,recommendation_video,,button=recommendation_video; screen=practice_video; pain_area=~painArea; video_id=~v.id
physio,app/features/physio/screens/SelectPainAreaScreen.tsx,49,screen_viewed,select_areas,,,screen=select_areas
physio,app/features/physio/screens/SelectPainAreaScreen.tsx,54,button_clicked,select_areas,area_select,,button=area_select; screen=select_areas; value=~id
physio,app/features/physio/screens/SelectPainAreaScreen.tsx,84,button_clicked,select_areas,back,,button=back; screen=select_areas
physio,app/features/physio/screens/SelectSeverityScreen.tsx,76,screen_viewed,severity,,,screen=severity; pain_area=~painArea
physio,app/features/physio/screens/SelectSeverityScreen.tsx,84,button_clicked,severity,severity_select,,button=severity_select; screen=severity; value=~severity; pain_area=~painArea
physio,app/features/physio/screens/SelectSeverityScreen.tsx,116,button_clicked,select_severity,back,,button=back; screen=select_severity
profile,app/features/profile/components/AccountManagement.tsx,45,button_clicked,,delete_account,,button=delete_account
profile,app/features/profile/components/LanguageSelector.tsx,71,language_changed,profile,,,screen=profile; event_name=language_changed; language=~language; previous_language=~currentLanguage
profile,app/features/profile/components/NotificationSettings.tsx,99,button_clicked,profile,session_reminder_toggle,,screen=profile; button=session_reminder_toggle; enabled=false; blocked_reason=no_permission
profile,app/features/profile/components/NotificationSettings.tsx,115,button_clicked,profile,session_reminder_toggle,,screen=profile; button=session_reminder_toggle; enabled=~newValue
profile,app/features/profile/components/NotificationSettings.tsx,132,button_clicked,profile,email_notification_toggle_failed_no_email,,screen=profile; button=email_notification_toggle_failed_no_email
profile,app/features/profile/components/ThemeSelector.tsx,54,button_clicked,profile,profile_theme_selector,,screen=profile; button=profile_theme_selector; selected_theme=~mode
profile,app/features/profile/components/ThemeSettings.tsx,55,button_clicked,profile,profile_theme_selector,,screen=profile; button=profile_theme_selector; theme=~mode
profile,app/features/profile/hooks/useClassTimings.ts,107,button_clicked,profile,program_settings,,screen=profile; button=program_settings; programName=~row.programName
profile,app/features/profile/hooks/useClassTimings.ts,169,button_clicked,profile,batch_time_change,,screen=profile; button=batch_time_change; sessionName=~activeProgram.programName; batchId=~pendingBatchId
profile,app/features/profile/hooks/useLogout.ts,28,button_clicked,profile,logout,,screen=profile; button=logout
profile,app/features/profile/hooks/useNotificationToggles.ts,85,button_clicked,profile,whatsapp_notification_toggle,,screen=profile; button=whatsapp_notification_toggle; program_id=~programId; enabled=~next
profile,app/features/profile/hooks/useNotificationToggles.ts,109,button_clicked,profile,whatsapp_notification_toggle,,screen=profile; button=whatsapp_notification_toggle; enabled=~next
profile,app/features/profile/hooks/useNotificationToggles.ts,137,button_clicked,profile,email_notification_toggle,,screen=profile; button=email_notification_toggle; program_id=~programId; enabled=~next
profile,app/features/profile/hooks/usePersonalDetails.ts,210,screen_viewed,personal_details,,,screen=personal_details; source=profile
profile,app/features/profile/hooks/usePersonalDetails.ts,318,save_cta_success,personal_details,save_personal_details,,screen=personal_details; event_name=save_cta_success; button=save_personal_details
profile,app/features/profile/hooks/usePersonalDetails.ts,332,save_cta_error,personal_details,save_personal_details,,screen=personal_details; event_name=save_cta_error; button=save_personal_details
profile,app/features/profile/hooks/usePersonalDetails.ts,346,button_clicked,personal_details,save_personal_details,,screen=personal_details; button=save_personal_details
profile,app/features/profile/hooks/useTimezone.ts,64,screen_viewed,timezone_select,,,screen=timezone_select; source=profile
profile,app/features/profile/hooks/useTimezone.ts,80,save_cta_success,timezone_select,save,,screen=timezone_select; event_name=save_cta_success; button=save
profile,app/features/profile/hooks/useTimezone.ts,94,save_cta_error,timezone_select,save,,screen=timezone_select; event_name=save_cta_error; button=save
profile,app/features/profile/hooks/useTimezone.ts,117,button_clicked,timezone_select,save,,screen=timezone_select; button=save; selected_timezone=~timezone
profile,app/features/profile/screens/ProfileScreen.tsx,127,screen_viewed,profile,,,screen=profile; ...(source ? { source } : {})
profile,app/features/profile/screens/ProfileScreen.tsx,170,button_clicked,,view_details,,button=view_details
profile,app/features/profile/screens/ProfileScreen.tsx,177,button_clicked,profile,logout,,screen=profile; button=logout
referral,app/features/referral/components/MyRewardsCard.tsx,28,button_clicked,referral,my_rewards_card,,screen=referral; button=my_rewards_card
referral,app/features/referral/components/ReferredUsersList.tsx,167,button_clicked,referral,referral_filter,,screen=referral; button=referral_filter
referral,app/features/referral/hooks/useReferralLink.ts,52,button_clicked,referral,copy_referral_link,,screen=referral; button=copy_referral_link
referral,app/features/referral/hooks/useReferralLink.ts,63,button_clicked,referral,share_whatsapp_status,,screen=referral; button=share_whatsapp_status
referral,app/features/referral/hooks/useReferralLink.ts,75,button_clicked,referral,share_whatsapp_message,,screen=referral; button=share_whatsapp_message
referral,app/features/referral/screens/ReferralScreen.tsx,159,button_clicked,referral,claim_gift_card,,screen=referral; button=claim_gift_card; unclaimed_count=~unclaimedCount
referral,app/features/referral/screens/ReferralScreen.tsx,177,claim_gift_card_viewed,referral,,,event_name=claim_gift_card_viewed; screen=referral; unclaimed_count=~unclaimedCount; tier_type=~userTierType
referral,app/features/referral/screens/ReferralScreen.tsx,187,button_clicked,referral,view_qr,,screen=referral; button=view_qr
referral,app/features/referral/screens/ReferralScreen.tsx,193,button_clicked,referral,,,screen=referral
referral,app/features/referral/screens/ReferralScreen.tsx,202,screen_viewed,referral,,,screen=referral; ...(source ? { source } : {})
rewards,app/features/rewards/hooks/useRewards.ts,61,screen_viewed,rewards,,,screen=rewards; source=referral
status,app/features/status/components/StatusCtaContext.tsx,133,button_clicked,status,,,screen=status; location=cta; story_id=~storyId; template_id=~templateId; variation=~variation; cta_key=~ctaKey; action=~action; ...(action === 'share' ? { share_type: args.shareType ?? 'link' } : {})
status,app/features/status/components/StatusCtaContext.tsx,156,button_clicked,status,,,screen=status; location=~location; story_id=~storyId; template_id=~templateId; variation=~variation; ...extra
status,app/features/status/components/StatusModal.tsx,76,screen_viewed,status,,,screen=status; location=~card.templateId; story_id=~card.storyId
status,app/features/status/components/StatusModal.tsx,94,button_clicked,status,,,screen=status; location=close; cards_viewed=~seen.current.size
status,app/features/status/components/StatusPager.tsx,230,button_clicked,status,,~trigger,screen=status; location=navigation; action=~action; trigger=~trigger; story_id=~shownCard?.storyId; template_id=~shownCard?.templateId
status,app/features/status/components/StatusRow.tsx,39,screen_viewed,home,,,screen=home; location=status; story_count=~circles.length
status,app/features/status/components/StatusRow.tsx,65,button_clicked,home,,,screen=home; location=status; circle_id=~circle.id; template_id=~circle.templateId; story_count=~circle.stories.length
stepTracker,app/features/stepTracker/hooks/useStepTracker.ts,122,permission,step_tracker,,,screen=step_tracker; permission=health_api; allowed=granted
stepTracker,app/features/stepTracker/hooks/useStepTracker.ts,129,permission,step_tracker,,,screen=step_tracker; permission=health_api; allowed=denied
stepTracker,app/features/stepTracker/hooks/useStepTracker.ts,159,steps_logged,step_tracker,,,screen=step_tracker; event_name=steps_logged; value=~healthData.steps
stepTracker,app/features/stepTracker/hooks/useStepTracker.ts,233,button_clicked,step_tracker,grant_permission,,screen=step_tracker; button=grant_permission
stepTracker,app/features/stepTracker/hooks/useStepTracker.ts,259,button_clicked,step_tracker,playstore_health_connect_install,,screen=step_tracker; button=playstore_health_connect_install
stepTracker,app/features/stepTracker/hooks/useStepTracker.ts,286,button_clicked,step_tracker,partial_permissions_help,,button=partial_permissions_help; screen=step_tracker
stepTracker,app/features/stepTracker/hooks/useStepTracker.ts,415,screen_viewed,step_tracker,,,screen=step_tracker; ...(source ? { source } : {}); view=~view
stepTracker,app/features/stepTracker/hooks/useStepTrackerData.ts,101,permission,step_tracker,,,screen=step_tracker; permission=health_api; allowed=granted
stepTracker,app/features/stepTracker/hooks/useStepTrackerData.ts,311,screen_viewed,step_tracker,,,screen=step_tracker; source=quick_actions
stepTracker,app/features/stepTracker/hooks/useStepTrackerData.ts,325,button_clicked,step_tracker,grant_permission,,screen=step_tracker; button=grant_permission
stepTracker,app/features/stepTracker/utils/stepTrackerUtils.ts,22,button_clicked,step_tracker,playstore_health_connect_install,,screen=step_tracker; button=playstore_health_connect_install
support,app/features/support/components/molecules/ChatInput/ChatInput.tsx,35,button_clicked,support_chat,send_message,,screen=support_chat; button=send_message
support,app/features/support/hooks/useSupportChat.ts,30,screen_viewed,support_chat,,,screen=support_chat; source=support
support,app/features/support/hooks/useSupportChat.ts,100,button_clicked,support_chat,call_support,,screen=support_chat; button=call_support; wati_type=~watiType
support,app/features/support/screens/SupportScreen.tsx,31,screen_viewed,support,,,screen=support; source=home
support,app/features/support/screens/SupportScreen.tsx,39,button_clicked,support,start_chat,,screen=support; button=start_chat
trishalaProgram,app/features/trishalaProgram/hooks/useEnableDance.ts,35,screen_viewed,enable_dance,,,screen=enable_dance; source=home
trishalaProgram,app/features/trishalaProgram/hooks/useEnableDance.ts,50,button_clicked,enable_dance,enable_dance,,screen=enable_dance; button=enable_dance
utils,app/utils/postLoginPermissions.ts,36,button_clicked,,,,permission=notification; allowed=granted | denied; context=post_login
utils,app/utils/postLoginPermissions.ts,58,button_clicked,,,,permission=notification; allowed=granted | denied; context=post_login
waterReminder,app/features/waterReminder/_legacy/components/WaterIntakeForm.tsx,87,button_clicked,water_reminder,mark_water_intake,,screen=water_reminder; button=mark_water_intake
waterReminder,app/features/waterReminder/_legacy/components/WaterReminderToggles.tsx,46,button_clicked,water_reminder,water_reminder_toggle,,screen=water_reminder; button=water_reminder_toggle
waterReminder,app/features/waterReminder/_legacy/hooks/useWaterIntakeTracking.ts,38,button_clicked,water_reminder,mark_water_intake,,screen=water_reminder; button=mark_water_intake
waterReminder,app/features/waterReminder/_legacy/hooks/useWaterReminderToggle.ts,20,button_clicked,water_reminder,water_reminder_toggle,,screen=water_reminder; button=water_reminder_toggle; whatsapp_notification=~whatsappStatus; app_notification=~appStatus
waterReminder,app/features/waterReminder/_legacy/screens/WaterReminderScreen.tsx,87,screen_viewed,water_reminder,,,screen=water_reminder; source=home
waterReminder,app/features/waterReminder/components/WaterOnboardingSheet.tsx,78,screen_viewed,,,,
waterReminder,app/features/waterReminder/components/WaterOnboardingSheet.tsx,142,button_clicked,,,,
waterReminder,app/features/waterReminder/components/WaterOnboardingSheet.tsx,168,button_clicked,,,,
waterReminder,app/features/waterReminder/screens/WaterReminderScreen.tsx,123,screen_viewed,,,,
waterReminder,app/features/waterReminder/screens/WaterReminderScreen.tsx,140,water_goal_reached,,,,
waterReminder,app/features/waterReminder/screens/WaterReminderScreen.tsx,164,button_clicked,,,,
waterReminder,app/features/waterReminder/screens/WaterReminderScreen.tsx,177,button_clicked,,,,
waterReminder,app/features/waterReminder/screens/WaterReminderScreen.tsx,216,button_clicked,,,,
waterReminder,app/features/waterReminder/screens/WaterReminderScreen.tsx,229,button_clicked,,,,
waterReminder,app/features/waterReminder/screens/WaterReminderScreen.tsx,244,button_clicked,,,,
waterReminder,app/features/waterReminder/utils/waterAnalytics.ts,17,water_reminder_permission,water_reminder,,,screen=water_reminder; allowed=granted | denied; wr_version=~WR_ANALYTICS_VERSION
webview,app/features/webview/hooks/useWebview.ts,140,error_occurred,,,,error_type=cookie_set_failure; error_message=~`Failed to set cookie for the URL ${url}: ${error instanceof Error ? error.message : String(error)}. Has Access Token: ${!!accessToken}`; url=~url; has_access_token=~!!accessToken
webview,app/features/webview/hooks/useWebview.ts,150,screen_viewed,webview,,,screen=webview; source=home; url=~url; title=~title
webview,app/features/webview/hooks/useWebview.ts,201,webview_badge_download_initiated,,,,url=~url; event_name=webview_badge_download_initiated; file_name=~message?.filename; file_extension=~fileExtension; image_size_bytes=~imageSizeBytes
webview,app/features/webview/hooks/useWebview.ts,213,webview_badge_download_succeeded,,,,url=~url; event_name=webview_badge_download_succeeded; file_name=~message?.filename; file_extension=~fileExtension
webview,app/features/webview/hooks/useWebview.ts,220,error_occurred,,,,error_type=webview_download_error; error_message=~`Failed to download file: ${error instanceof Error ? error.message : String(error)}`; url=~url; file_name=~message?.filename; file_extension=~fileExtension
webview,app/features/webview/hooks/useWebview.ts,239,webview_badge_share_initiated,,,,url=~url; event_name=webview_badge_share_initiated; image_size_bytes=~imageSizeBytes; caller_text_length=~callerText.length; used_default_text=~usedDefaultText
webview,app/features/webview/hooks/useWebview.ts,248,webview_badge_share_succeeded,,,,url=~url; event_name=webview_badge_share_succeeded; caller_text_length=~callerText.length; used_default_text=~usedDefaultText
webview,app/features/webview/hooks/useWebview.ts,255,error_occurred,,,,error_type=webview_share_error; error_message=~`Failed to share file: ${error instanceof Error ? error.message : String(error)}`; url=~url; caller_text_length=~callerText.length; used_default_text=~usedDefaultText
webview,app/features/webview/hooks/useWebview.ts,270,error_occurred,,,,error_type=webview_message_parse_error; error_message=~`Failed to parse webview message: ${error instanceof Error ? error.message : String(error)}`; url=~url
webview,app/features/webview/hooks/useWebview.ts,356,error_occurred,,,,error_type=webview_error; error_message=~`WebView error for ${url}: ${nativeEvent.description}. Code: ${nativeEvent.code}`; url=~url; error_code=~nativeEvent.code; error_description=~nativeEvent.description
webview,app/features/webview/hooks/useWebview.ts,370,error_occurred,,,,error_type=webview_http_error; error_message=~`WebView HTTP error for ${url}: Status ${nativeEvent.statusCode} - ${nativeEvent.description}`; url=~url; status_code=~nativeEvent.statusCode; error_description=~nativeEvent.description
